CompanyName,WineNameVintage,StandName,Lond,product_ref,Note,,SONETTO VINTAGE 10.9.12,SUPPLIER VINTAGE,DAVENTRY VINT CHECK 14.6.12,STOCK 24.8.12,920 Stock 02/08/2012,"On Order
As at 02.08.12",,f10,Stock in Brackmills,Stock on order,FAIR VINTAGE,P9 Promotion,"P9 Was
MB Price","P9 Now
MB Price",P9 Start Date,P9 End Date,"Web Bottle Price
XX.XX.11",New Listing Y_N,On Prom Y_N,Wine By the Case EXC,STILL_ SPK,ORGANIC_ FAIR TRADE_ VEGETARIAN,PRODUCER,COUNTRY,REGION,GRAPE 1,GRAPE 2,GRAPE 3,EXCLUSIVES TO MAIN ESTATE,NORMAL TESCO IN STORE RSP (From CUBE),NORMAL TESCO IN STORE RSP (From P9 Prom),AVAILABLE INSTORE (Y/N),TWC Normal Bott Price,TWC Price / (5%) or Prom Price,TWCF Show Bot Price (15%),TWCF Show Case Price (15%),Jay Was (Hide),Jay Was Roundown,Jay Now (Hide),Jay Now Rounddown,Jay Case,Stock 07/09/2012,Stock 10/09/2012,Case Size,Number of Fairs,ROS per Fair,Total Fair ROS,% Top Up,Min Cs Stk Required,Total Stk Value Required,Stock as of Wed 02_09 AM,Var to Min Req,Karla's Comments,Brandbank EAN _ Image URL,Brandbank Image Live,Brandbank Comment,Finest,NFS 17/10/2011,Stock 7:01 17.10.11,BWS Stock 17.10.11,BWS Held 17.10.11,BWS Orders 17.10.11,,Stock 7:01 19.10.11,BWS Stock 19.10.11,BWS Held 19.10.11,BWS Orders 19.10.11,Nick Exclusive Report,NFS,,
Australian Wine Agencies,Tim Adams Protégé Tempranillo 2009,Tim Adams,L40,72091138,,Tim Adams Protégé Tempranillo,2009,,2009,1038,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072091138&id=274261340,,,,,,,,,,,,,,,,Tim Adams Wines,Australia,Clare Valley,Tempranillo,,,2308658,11,,,£10.99 ,,£9.34 ,£56.05 ,10.99,10.99,8.2425,8.24,49.44,86.5,172,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Australian Wine Agencies,Tim Adams Riesling 2007,Tim Adams,L40,52546133,,Tim Adams Riesling,2007,,2007,810,-5,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=052546133&id=251706098,,,,,,,,,,,,,,,,Tim Adams Wines,Australia,Clare Valley,Riesling,,,#N/A,10.49,,,£10.49 ,,£8.92 ,£53.50 ,10.49,10.49,7.8675,7.86,47.16,67,134,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Australian Wine Agencies,Tim Adams Sémillon 2008,Tim Adams,L40,51855080,,Tim Adams Sémillon,2008,,2008,990,142,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=051855080&id=259428852,,,,,,,,,,,,,,,,Tim Adams Wines,Australia,Clare Valley,Semillon,,,#N/A,11.49,,,£11.49 ,,£9.77 ,£58.60 ,11.49,11.49,8.6175,8.61,51.66,82,164,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Australian Wine Agencies,Tim Adams Shiraz 2008,Tim Adams,L40,52284534,,Tim Adams Shiraz,2008,,2008,930,44,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=052284534&id=250839063,,,,,,,,,,,,,,,,Tim Adams Wines,Australia,Clare Valley,Shiraz,,,#N/A,12.49,,,£12.49 ,,£10.62 ,£63.70 ,12.49,12.49,9.3675,9.36,56.16,77.5,154,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Australian Wine Agencies,"Tim Adams The Fergus, Clare Valley 2007",Tim Adams,L40,51188477,,"Tim Adams The Fergus, Clare Valley",2007,,2007,750,312,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=051188477&id=254779524,,,,,,,,,,,,,,,,Tim Adams Wines,Australia,Clare Valley,Grenache,Tempranillo,Shiraz,#N/A,11.49,,,£11.49 ,,£9.77 ,£58.60 ,11.49,11.49,8.6175,8.61,51.66,88.5,176,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Fratelli Martini Secondo Luigi SpA,Bella Cucina Prosecco NV,Fratelli Martini - Featuring Canti and Wines of Italy,L41,71846302,,Bella Cucina Prosecco,0,0,0,0,981,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071846302&id=273782335,,,,,,,,,,,,,,,,Fratelli Martini Secondo Luigi SPA,Italy,Prosecco,Glera,,,#N/A,0,,,£5.99 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Fratelli Martini Secondo Luigi SpA,Foscana Merlot 2011,Fratelli Martini - Featuring Canti and Wines of Italy,L41,71889654,,Foscana Merlot,2011,2011,2011,0,1359,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071889654&id=273860623,,,,,,,,,,,,,,,,Fratelli Martini Secondo Luigi SPA,Italy,Sicilia,Merlot,,,#N/A,0,,,£6.99 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Fratelli Martini Secondo Luigi SpA,Foscana Pinot Grigio 2011,Fratelli Martini - Featuring Canti and Wines of Italy,L41,72049363,,Foscana Pinot Grigio,2011,2011,2011,834,2320,10,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072049363&id=274181699,,,,,72049363,6.99,4,09/03/2012,10/02/2012,,,,,,,Fratelli Martini Secondo Luigi SPA,Italy,Veneto,Pinot Grigio,,,#N/A,0,4.99,,£6.99 ,£4.00 ,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Fratelli Martini Secondo Luigi SpA,Tesco Finest*  Barbera d'Asti Superiore DOC 2008,Fratelli Martini - Featuring Canti and Wines of Italy,L41,60774115,,Tesco Finest*  Barbera d'Asti Superiore DOC,2008,2009,2008,930,1460,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=060774115&id=259262701,,,,,,,,,,,,,,,,Fratelli Martini Secondo Luigi SPA,Italy,Piedmonte,Barbera,,,#N/A,7.14,,,£7.29 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
10 International,Faustino Rivero Rioja Blanco 2011,10 International,L42,67847762,,Faustino Rivero Rioja Blanco,2011,,2011,0,,1260,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067847762&id=268592999,,,,,,,,,,,,,,,,Faustino Rivero Ulecia,Spain,Rioja,Viura,,,#N/A,,Exclusive to Dot Com,N,£10.00 ,£5.00 ,,£30.00 ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,67847762,0,,
10 International,Faustino Rivero Rioja Crianza Yellow Label 2006,10 International,L42,70630789,,Faustino Rivero Rioja Crianza Yellow Label,2006,2008,2006,2352,,700,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070630789&id=271261212,,,,,,,,,,,,,,,,Faustino Rivero Ulecia,Spain,Rioja,Tempranillo,Garnacha,,#N/A,,Exclusive to Dot Com,N,£11.00 ,,,£66.00 ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,70630789,0,,
10 International,Faustino Rivero Rioja Reserva 2005,10 International,L42,65635895,,Faustino Rivero Rioja Reserva,2005,,2005,0,,700,http://www.tesco.com/wine/product/details/default.aspx?searchBox=065635895&id=266323959,,,,,,,,,,,,,,,,Faustino Rivero Ulecia,Spain,Rioja,Tempranillo,Garnacha,,#N/A,,Exclusive to Dot Com,N,£11.00 ,£5.50 ,,£33.00 ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,65635895,0,,
10 International,Faustino Rivero Ulecia Sauvignon Blanc  2010/2011,10 International,L42,70552098,,Faustino Rivero Ulecia Sauvignon Blanc ,2010,2010,20102011,3366,,700,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070552098&id=271097239,,,,,,,,,,,,,,,,Faustino Rivero Ulecia,Spain,Rioja,Tempranillo,,,#N/A,,Exclusive to Dot Com,N,£11.00 ,,,£0.00 ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,70552098,1,,
10 International,Valtier Reserva 2004,10 International,L42,67848421,,Valtier Reserva,2004,2004,2004,7272,420,700,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067848421&id=268593664,,,,,,,,,,,,,,,,Faustino Rivero Ulecia,Spain,Rioja,Tempranillo,Bobal,,#N/A,,Exclusive to Dot Com,N,£11.00 ,,,£66.00 ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,67848421,0,,
10 International,Faustino Rivero Rioja Rosado 2011,10 International,L42,66594779,,Faustino Rivero Rioja Rosado,2011,2011,2011,6054,,1260,http://www.tesco.com/wine/product/details/default.aspx?searchBox=066594779&id=267307315,,,,,,,,,,,,,,,,Fausino Rivero Ulecia,Spain,Rioja,Garnacha,,,#N/A,,Exclusive to Dot Com,N,£8.00 ,£5.00 ,,£30.00 ,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,66594779,0,,
Boutinot,Emiliana Organic Vineyards Syrah Reserva 2010/11,BOUTINOT WINES,L43,67997468,,Emiliana Organic Vineyards Syrah Reserva,2010,2010,201011,450,1004,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067997468&id=268746029,,,,,,,,,,,,,,,,Emiliana Organic Vineyards,Chile,Rapel,Syrah,,,#N/A,7.99,,,£7.99 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Boutinot,Emiliana Organic Vineyards Viognier Reserva 2011,BOUTINOT WINES,L43,67997366,,Emiliana Organic Vineyards Viognier Reserva,2011,2011,2011,1026,1579,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067997366&id=268745923,,,,,,,,,,,,,,,,Emiliana Organic Vineyards,Chile,Central Valley,Viognier,,,#N/A,7.99,,,£7.99 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Boutinot,Tesco Finest*  Alsace Riesling 2010/2011,BOUTINOT WINES,L43,54655611,,Tesco Finest*  Alsace Riesling,2010,2010,20102011,258,13,60,http://www.tesco.com/wine/product/details/default.aspx?searchBox=054655611&id=255992407,,,,,,,,,,,,,,,,Cave de Turckheim,France,Alsace,Riesling,,,#N/A,7.99,,,£7.99 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Boutinot,Tesco Finest* Alsace Gewürztraminer  2011,BOUTINOT WINES,L43,50334681,,Tesco Finest* Alsace Gewürztraminer ,2011,2011,2011,816,491,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050334681&id=255242196,,,,,,,,,,,,,,,,Cave de Turckheim,France,Alsace,Gewürztraminer,,,#N/A,7.99,,,£7.99 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Boutinot,Tesco Finest* Crozes Hermitage 2008,BOUTINOT WINES,L43,57409409,,Tesco Finest* Crozes Hermitage,2008,2008,2008,936,-7,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=057409409&id=254830567,,,,,,,,,,,,,,,,Cave de Tain,France,Rhõne,Syrah,,,#N/A,8.39,,,£8.39 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Boutinot,Tesco Finest* Hermitage 2007,BOUTINOT WINES,L43,60358378,,Tesco Finest*  Hermitage,2007,2007,2007,786,-26,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=060358378&id=261589243,,,,,,,,,,,,,,,,Cave de Tain,France,Rhône,Syrah,,,#N/A,20.99,,,£20.99 ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Accolade,Hardys Legacy Chardonnay 2011,Accolade Wines ,L44,71339119,,Hardys Legacy Chardonnay,2011,2011,2011,7110,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071339119&id=272757615,,,,,,,,,,,,,,,,Accolade Wines,Australia,South Eastern Australia,Chardonnay,,,,,,,£9.99 ,,£8.49 ,£50.95 ,9.99,9.99,7.4925,7.49,44.94,469,938,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Accolade,Hardys Legacy Rosé 2011,Accolade Wines ,L44,71340756,,Hardys Legacy Rosé,2011,2011,2011,6996,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071340756&id=272782884,,,,,,,,,,,,,,,,Accolade Wines,Australia,South Eastern Australia,,,,,,,,£9.99 ,,£8.49 ,£50.95 ,9.99,9.99,7.4925,7.49,44.94,542,1084,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Accolade,Hardys Legacy Shiraz Cabernet 2011,Accolade Wines ,L44,71340785,,Hardys Legacy Shiraz Cabernet,2011,2011,2011,7752,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071340785&id=272782999,,,,,,,,,,,,,,,,Accolade Wines,Australia,South Eastern Australia,Shiraz,Cabernet Sauvignon,,,,,,£9.99 ,,£8.49 ,£50.95 ,9.99,9.99,7.4925,7.49,44.94,440,880,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Accolade,Ravenswood Lodi Zinfandel 2009/2010,Accolade Wines ,L44,71214077,,Ravenswood Lodi Zinfandel,2009,2009,20092010,54,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071214077&id=272489500,,,,,,,,,,,,,,,,Accolade Wines,USA,California,Zinfandel,,,,,,,£9.99 ,,£8.49 ,£50.95 ,9.99,9.99,7.4925,7.49,44.94,64.5,126,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Accolade,William Hardy Chardonnay 2011,Accolade Wines ,L44,71341070,,William Hardy Chardonnay,2011,2011,2011,222,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071341070&id=272783635,,,,,,,,,,,,,,,,Accolade Wines, Australia,South Eastern Australia,Chardonnay,,,,,,,£8.99 ,,£7.64 ,£45.85 ,8.99,8.99,6.7425,6.74,40.44,74,148,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Accolade,William Hardy Shiraz 2010/2011,Accolade Wines ,L44,71341346,,William Hardy Shiraz,2010,,20102011,162,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071341346&id=272784231,,,,,,,,,,,,,,,,Accolade Wines,Australia,South Eastern Australia,Shiraz,,,,,,,£8.99 ,,£7.64 ,£45.85 ,8.99,8.99,6.7425,6.74,40.44,69.5,138,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Litmus Wines,Denbies Broadwood's Folly Brut Sparkling Wine NV,Denbie's Wine Estate ,L44,71302756,,Denbies Broadwood's Folly Brut Sparkling Wine,0,0,0,918,115,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071302756&id=272666037,,,,,71302756,16.99,14.99,09/03/2012,10/02/2012,,,,,,,Denbie's Wine Estate,England,Surrey,Seyval Blanc,Reichensteiner,,#N/A,11.4,16.99,,£16.99 ,£14.99 ,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Litmus Wines,Tesco Finest* English White Wine 2010,Denbie's Wine Estate ,L44,67433825,,Tesco Finest* English White Wine,2011,2011,2010,930,2,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067433825&id=268166220,,,,,,,,,,,,,,,,Denbie's Wine Estate,England,Surrey,Chardonnay,Bacchus,Ortega,#N/A,8.54,,,£8.99 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Accolade,Banrock Station Light Chardonnay Sauv Blanc NV,Accolade Wines ,L45,67934808,,Banrock Station Light Chardonnay Sauv Blanc,0,2011,0,540,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067934808&id=268682207,,,,,,,,,,,,,,,,Accolade Wines,Australia,South Eastern Australia,Chardonnay,Sauvignon Blanc,,,,,,£5.49 ,,£4.67 ,£28.00 ,5.49,5.49,4.1175,4.11,24.66,37.5,71,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Accolade,Banrock Station Light Shiraz Rosé NV,Accolade Wines ,L45,67942729,,Banrock Station Light Shiraz Rosé,0,,0,552,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067942729&id=268690284,,,,,,,,,,,,,,,,Accolade Wines,Australia,South Eastern Australia,Shiraz,,,,,,,£5.49 ,,£4.67 ,£28.00 ,5.49,5.49,4.1175,4.11,24.66,42.5,84,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Accolade,Flagstone?,Accolade Wines ,L45,60995677,,,2008,2012,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,£5.69 ,,£4.84 ,£29.02 ,5.69,5.69,4.2675,4.26,25.56,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,1,,
Accolade,Flagstone?,Accolade Wines ,L45,60995736,,,2007,2012,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,£5.69 ,,£4.84 ,£29.02 ,5.69,5.69,4.2675,4.26,25.56,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,1,,
Accolade,Kumala Reserve Chenin Blanc 2011,Accolade Wines ,L45,71340877,,Kumala Reserve Chenin Blanc,2011,2011,2011,462,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071340877&id=272783192,,,,,71340877,8.99,5,09/03/2012,10/02/2012,,,,,,,Accolade Wines,South Africa,Western Cape,Chenin Blanc,,,,,,,£8.99 ,£5.00 ,£4.25 ,£25.50 ,8.99,8.99,3.75,3.75,22.5,100.5,175,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,j
Accolade,Kumala Reserve Shiraz 2011,Accolade Wines ,L45,71340883,,Kumala Reserve Shiraz,2011,2011,2011,666,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071340883&id=272783226,,,,,71340883,8.99,5,09/03/2012,10/30/2012,,,,,,,Accolade Wines,South Africa,Western Cape,Shiraz,,,,,,,£8.99 ,£5.00 ,£4.25 ,£25.50 ,8.99,8.99,3.75,3.75,22.5,67.5,105,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,j
Negociants UK,Ara Pathway Sauvignon Blanc 2011,Oxford Landing Estates and Ara ,L45,71355819,,Ara Pathway Sauvignon Blanc,2011,2011,2011,654,1438,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071355819&id=272796194,,,,,,,,,,,,x,In store - ,,,Ara,New Zealand,Marlborough,Sauvignon Blanc,,,#N/A,9.49,,,£9.49 ,,£8.07 ,£48.40 ,9.49,9.49,7.1175,7.11,42.66,44.5,89,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Negociants UK,Oxford Landing Estates Cabernet Shiraz 2010/2011,Oxford Landing Estates and Ara ,L45,52334096,,Oxford Landing Estates Cabernet Shiraz,2011,2011,2011,456,18021,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=052334096&id=250957936,,,,,52334096,6.99,5.49,NOT USED,,,,x,In store & Tesco Wine By the case,,,Oxford Landing Estates,Australia,South Australia,Cabernet Sauvignon,Shiraz,,#N/A,7.49,7.49,,£6.99 ,,£5.94 ,£35.65 ,6.99,6.99,5.2425,5.24,31.44,39.5,77,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Negociants UK,Oxford Landing Estates Merlot 2011,Oxford Landing Estates and Ara ,L45,51996730,,Oxford Landing Estates Merlot,2011,2011,2011,1230,18859,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=051996730&id=259944177,,,,,51996730,7.49,5.49,NOT USED,,,,x,In store & Tesco Wine By the case,,,Oxford Landing Estates,Australia,South Australia,Merlot,,,#N/A,7.49,7.49,,£7.49 ,,£6.37 ,£38.20 ,7.49,7.49,5.6175,5.61,33.66,103,205,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Negociants UK,Oxford Landing Estates Sauvignon Blanc 2011,Oxford Landing Estates and Ara ,L45,51797919,,Oxford Landing Estates Sauvignon Blanc ,2011,2011,2011,810,17172,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=051797919&id=259190872,,,,,51797919,7.49,5.49,09/03/2012,10/02/2012,,,x,In store & Tesco Wine By the case,,,Oxford Landing Estates,Australia,South Australia,Sauvignon Blanc,,,#N/A,7.49,7.49,,£7.49 ,,£6.37 ,£38.20 ,7.49,7.49,5.6175,5.61,33.66,490.5,971,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Negociants UK,Ringbolt Cabernet Sauvignon 2009,Oxford Landing Estates and Ara ,L45,51667818,,Ringbolt Cabernet Sauvignon,2009,2010,2009,528,306,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=051667818&id=255635117,,,,,,,,,,,,x,In store & Tesco Wine By the case,,,Ringbolt,Australia,Western Australia,Cabernet Sauvignon,,,#N/A,9.99,,,£9.99 ,,£8.49 ,£50.95 ,9.99,9.99,7.4925,7.49,44.94,43.5,85,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Negociants UK,Yalumba Organic Chardonnay 2011,Oxford Landing Estates and Ara ,L45,72383611,,Yalumba Organic Chardonnay,2011,2011,2011,0,,440,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072383611&id=274828805,,,,,,,,,,,x,x,Tesco Wine by the Case Exclusive - tbc,,,Yalumba,Australia,South Australia,Chardonnay,,,#N/A,8.99,Exclusive to Dot Com,N,£9.00 ,,£7.65 ,£45.90 ,9,9,6.75,6.75,40.5,25,49,6,5,,,,,,,,,,,,,,,,,,,,,,,72383611,0,,
Zimmermann-Graeff & MŸller (ZGM),Belliccia Organic Montepulciano d'Abruzzo 2011,ZGM,L46,61015276,,Belliccia Organic Montepulciano d'Abruzzo,2011,,2011,1002,116,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061015276&id=262262115,,,,,,,,,,,,,In store,,,Zimmermann-Graeff & Müller (ZGM),Italy,Abruzzo,Montepulciano,,,#N/A,649,,,£6.49 ,,£5.52 ,£33.10 ,6.49,6.49,4.8675,4.86,29.16,77.5,152,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Zimmermann-Graeff & MŸller (ZGM),Belliccia Organic Trebbiano d'Abruzzo DOC 2011,ZGM,L46,61020459,,Belliccia Organic Trebbiano d'Abruzzo DOC,2011,2011,2011,780,115,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061020459&id=262267352,,,,,,,,,,,,,In store,,,Zimmermann-Graeff & Müller (ZGM),Italy,Abruzzo,Trebbiano,,,#N/A,649,,,£6.49 ,,£5.52 ,£33.10 ,6.49,6.49,4.8675,4.86,29.16,58.5,114,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Zimmermann-Graeff & MŸller (ZGM),Palatium Rivaner Pinot Grigio 2010/2011,ZGM,L46,67923142,,Palatium Rivaner Pinot Grigio,2010,2011,20102011,750,719,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067923142&id=268670325,,,,,,,,,,,,,In store,,,Zimmermann-Graeff & Müller (ZGM),Germany,Rhein,Rivaner,Pinot Grigio,,#N/A,629,,,£6.29 ,,£5.35 ,£32.08 ,6.29,6.29,4.7175,4.71,28.26,62.5,125,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Zimmermann-Graeff & MŸller (ZGM),Peter & Peter Pinot Noir 2011,ZGM,L46,72367924,,Peter & Peter Pinot Noir,2011,2011,2011,3750,,250,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072367924&id=274814948,,,,,,,,,,,x,x,TWBTC,,,Zimmermann-Graeff & Müller (ZGM),Germany,Pfalz,Pinot Noir,,,#N/A,,Exclusive to Dot Com,N,£10.00 ,,£8.50 ,£51.00 ,10,10,7.5,7.5,45,312.5,625,6,5,,,,,,,,,,,,,,,,,,,,,,,72367924,0,,
Zimmermann-Graeff & MŸller (ZGM),Peter & Peter Riesling 2010,ZGM,L46,71442549,,Peter & Peter Riesling,2010,,2010,684,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070688864&id=271391196,,,,,,,,,,,,x,In store,,,Zimmermann-Graeff & Müller (ZGM),Germany,Muntenia,Riesling,,,#N/A,699,Exclusive to Dot Com,N,£6.49 ,,£5.52 ,£33.10 ,6.49,6.49,4.8675,4.86,29.16,181,33,6,5,,,,,,,,,,,,,,,,,,,,,,,70688864,0,,
Freixenet / Yvon Mau,Château Trimoulet St-Émilion Grand Cru 2006,Freixenet Group  / Yvon Mau,L47,70615330,qty,Château Trimoulet St-Émilion Grand Cru,2006,2006,2006,1182,,600,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070615330&id=271232909,,,,,,,,,,,No,£120 to £72 at all 5 shows?,Tesco Wine By the Case,,,Château Trimoulet,France,St Emilion,Merlot,Cabernet Sauvignon,Cabernet Franc,#N/A,120,Exclusive to Dot Com,N,£20.00 ,,£17.00 ,£102.00 ,20,20,15,15,90,100,200,6,5,,,,,,,,,,,,,,,,,,,,,,,70615330,0,,
Freixenet / Yvon Mau,Freixenet Elyssia Cava Pinot Noir Brut NV,Freixenet Group  / Yvon Mau,L47,67698684,,Freixenet Elyssia Cava Pinot Noir Brut,0,0,0,624,1478,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067698684&id=268439687,,,,,,,,,,,No,£90 to £60 at all 5 shows?,Tesco Wine By the Case,,,Freixenet,Spain,DO Cava,Pinot Noir,,,#N/A,90,Exclusive to Dot Com,y,£14.99 ,,£12.74 ,£76.45 ,14.99,14.99,11.2425,11.24,67.44,51,102,6,5,,,,,,,,,,,,,,,,,,,,,,,67698684,0,,
Freixenet / Yvon Mau,Freixenet Elyssia Gran Cuvée Cava Brut NV,Freixenet Group  / Yvon Mau,L47,67698534,,Freixenet Elyssia Gran Cuvée Cava Brut,0,0,0,594,1165,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067698534&id=268439508,,,,,,,,,,,No,£90 to £60 at all 5 shows?,Tesco Wine By the Case,,,Freixenet,Spain,DO Cava,Chardonnay,Pinot Noir,"Macabeo, Parellada",#N/A,90,Exclusive to Dot Com,y,£14.99 ,,£12.74 ,£76.45 ,14.99,14.99,11.2425,11.24,67.44,50,99,6,5,,,,,,,,,,,,,,,,,,,,,,,67698534,0,,
Freixenet / Yvon Mau,Freixenet Extra Vintage Brut 2009,Freixenet Group  / Yvon Mau,L47,64556500,,Freixenet Extra Vintage Brut,2009,2009,2009,996,,500,http://www.tesco.com/wine/product/details/default.aspx?searchBox=064556500&id=265214520,,,,,,,,,,,No,Half Price at all 5 shows? ,Tesco Wine By the Case,,,Freixenet,Spain,DO Cava,Macabeo,Parallada,Xarel·lo,#N/A,84,Exclusive to Dot Com,N,£14.00 ,£7.00 ,£5.95 ,£35.70 ,14,14,7,7,42,231,406,6,5,,,,,,,,,,,,,,,,,,,,,,,64556500,0,,j
Freixenet / Yvon Mau,Freixenet Extra Vintage Brut Rosado 2009,Freixenet Group  / Yvon Mau,L47,64556477,,Freixenet Extra Vintage Brut Rosado,2009,2009,2009,498,1200,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=064556477&id=265214497,,,,,,,,,,,No,Half Price at all 5 shows? ,Tesco Wine By the Case,,,Freixenet,Spain,DO Cava,Trepat,Garnacha,,#N/A,84,Exclusive to Dot Com,N,£14.00 ,£7.00 ,£5.95 ,£35.70 ,14,14,7,7,42,27.5,22,6,5,,,,,,,,,,,,,,,,,,,,,,,64556477,0,,j
